global_iteration,normalized_FOM,stage,eval,beta,J_mean,grad_norm,step_norm,delta_J,T_avg,Noise_avg,F_avg,F_min,PhaseAbsAvg_deg
28,0.981901253316,beta2.0,8,2.0,-4.866129993489035,0.0282077791437449,3.1607461748469374,-0.05125271341501492,0.9577094186171611,0.0013292540970698237,4.866129993489477,4.746205690688473,3.3301081665272405
29,0.728267395968,beta2.0,9,2.0,-3.6091651852288993,0.0933906259340462,11.995996549537931,1.2569648082601357,0.868551980535161,0.15516848909698427,3.6091651852292275,3.184436071637484,45.729729351438735
30,0.870709056183,beta2.0,10,2.0,-4.315081012055974,0.08894012141091644,7.619969902868757,-0.7059158268270749,0.9290303096901201,0.04669900414862905,4.315081012056367,4.031631527625715,24.24572459984686
31,0.981537424636,beta2.0,11,2.0,-4.86432692251326,0.036858674328497924,4.83171592882742,-0.5492459104572855,0.9595602471034617,0.0018407088385631624,4.864326922513702,4.674017716350157,3.5097588134727884
32,0.984104843628,beta2.0,12,2.0,-4.877050599687131,0.008538538888156104,0.6231601892815474,-0.012723677173871017,0.9588911936024885,0.0010840927986003233,4.877050599687575,4.744077580838219,3.0433567924655605
33,0.986200399341,beta2.0,13,2.0,-4.887435805401742,0.008665267207522804,0.8638437161617529,-0.01038520571461099,0.9625588071670257,0.000978178561532988,4.887435805402186,4.772065110672991,2.8720539829067153
34,0.933199780893,beta2.0,14,2.0,-4.624774057864321,0.08862607120127362,4.692139735851375,0.2626617475374209,0.9666222548973398,0.017853036427179916,4.624774057864741,4.428958863374374,14.937413731973004
35,0.982921991370,beta2.0,15,2.0,-4.871188591840539,0.05055480488123814,3.7855787425544873,-0.24641453397621849,0.9639912216302435,0.001870919403113902,4.8711885918409825,4.693479334835766,3.5203830788102164
36,0.986471975123,beta2.0,16,2.0,-4.888781687233786,0.0059671145265082,0.8920632572998999,-0.017593095393246827,0.9627451292531813,0.0009587974865673734,4.888781687234231,4.761214442369903,2.828685563206299
37,0.987869684846,beta2.0,17,2.0,-4.895708490905723,0.013232071619961342,1.0166995160630257,-0.006926803671936987,0.965481769341098,0.0009405235021672332,4.895708490906168,4.758529527426131,2.7931464961995944
38,0.782070599476,beta2.0,18,2.0,-3.875804403226569,0.09452758140096634,9.327616840753851,1.019904087679154,0.925013030626597,0.11987786935573932,3.875804403226921,3.7448057573731957,40.39580064047209
39,0.967653053075,beta2.0,19,2.0,-4.795518417924715,0.07337517126603896,7.552666506076849,-0.9197140146981457,0.9659261709098218,0.005072336069457289,4.795518417925151,4.6490610962747585,7.558866699481373
40,0.988298759135,beta2.0,20,2.0,-4.897834907649225,0.00538065576352806,1.6851538823093712,-0.10231648972450991,0.965784917152256,0.0008508340784866892,4.89783490764967,4.783473520487263,2.673632619989015
41,0.948504147841,beta4.0,1,4.0,-4.70061980995949,0.07568736875107068,0.0,0.0,0.9654635904632832,0.01157844759610428,4.7006198099599175,4.465286070660869,11.651904496390689
42,0.949018253410,beta4.0,2,4.0,-4.70316762677677,0.07569769393462884,0.018824262358352044,-0.002547816817279447,0.9655237211298666,0.01139249421563946,4.703167626777198,4.468584424848698,11.549085160253673
43,0.953959031122,beta4.0,3,4.0,-4.72765325253244,0.07566308200123156,0.1804591891053667,-0.024485625755670704,0.9660794033658422,0.009674078442300877,4.72765325253287,4.500367917574527,10.553363311155675
44,0.989850821823,beta4.0,4,4.0,-4.905526657479051,0.008163701607224424,1.9142890328353042,-0.17787340494661041,0.9692116846916675,0.0007555547494857328,4.905526657479498,4.812631342896212,2.688128956758442
45,0.966511553914,beta4.0,5,4.0,-4.789861348758062,0.07074094791246407,2.740063198916602,0.11566530872098912,0.9620003284140136,0.00505226767725781,4.789861348758497,4.595887848459821,7.51778561896333
46,0.990428411401,beta4.0,6,4.0,-4.908389089889974,0.015077596507931175,2.3544499155931407,-0.11852774113191256,0.9700254005500999,0.0007851938562644908,4.908389089890421,4.7916633872223775,2.5726126249805983
47,0.938722454902,beta4.0,7,4.0,-4.652143459371979,0.08105340127975184,4.053295303554026,0.256245630517995,0.9646145971158735,0.014442667656131003,4.652143459372402,4.522923258767419,13.6724086276437
48,0.990277201627,beta4.0,8,4.0,-4.907639720832612,0.029647635132106356,3.372472959274893,-0.25549626146063265,0.9705398691730419,0.0007921443486046297,4.907639720833058,4.791044302755803,2.5897903699616154
49,0.991266116711,beta4.0,9,4.0,-4.9125406101367135,0.00570744582657749,0.4143498351789716,-0.004900889304101597,0.970334971183976,0.0006393868394248118,4.91254061013716,4.819864673822083,2.415799042661392
50,0.992275865047,beta4.0,10,4.0,-4.917544745375302,0.018504191584060938,1.0786771281576886,-0.0050041352385887805,0.9704298323592593,0.00055159937556425,4.917544745375749,4.813107631173786,1.971497796001534
51,0.891146055475,beta4.0,11,4.0,-4.416363187728086,0.06961664666757815,9.101130993375,0.5011815576472163,0.951917361084632,0.038645710333158494,4.4163631877284875,4.210542799435155,22.10241718728347
52,0.969379129995,beta4.0,12,4.0,-4.804072551698426,0.07182753209969923,6.509625472382968,-0.38770936397034017,0.9671818491516693,0.005028968104477626,4.804072551698863,4.6200153437132325,7.308196456564081
53,0.992574633911,beta4.0,13,4.0,-4.919025391341246,0.008225380056824874,2.6707889837491954,-0.11495283964281988,0.9708327915923085,0.0005347951044264645,4.919025391341694,4.8224031254859785,2.082237586659062
54,0.992817721548,beta4.0,14,4.0,-4.920230090938411,0.004449592303683244,0.20909781762781326,-0.0012046995971646268,0.9707884657727172,0.0004990735806815042,4.920230090938857,4.828596452625666,1.9723354695891389
55,0.993507499487,beta4.0,15,4.0,-4.9236485091371875,0.004105217149648373,0.6453668406001206,-0.0034184181987768625,0.9711019161453615,0.000436794187346838,4.923648509137635,4.834858577809367,1.7953782022121914
56,0.995093886497,beta4.0,16,4.0,-4.93151036427419,0.033031838815590985,4.540254139613295,-0.007861855137002216,0.973347320654526,0.0003639732152790948,4.931510364274638,4.836185272628972,1.4449238612767799
57,0.656776790992,beta4.0,17,4.0,-3.254870314993514,0.1397024206406256,19.176789123416825,1.676640049280676,0.819534944900787,0.21156545610912342,3.2548703149938096,3.0132945131110622,54.73197491156868
58,0.877665774249,beta4.0,18,4.0,-4.34955728379774,0.09273659453670717,11.902087689876996,-1.094686968804226,0.9530301949856458,0.0466334623533404,4.349557283798135,4.226437050293212,24.863728583279258
59,0.980078200300,beta4.0,19,4.0,-4.857095263236109,0.06965290833642543,6.734482125272581,-0.5075379794383688,0.9717037288238551,0.002412527608265784,4.85709526323655,4.749420649991479,5.407027187625764
60,0.996539347486,beta4.0,20,4.0,-4.938673814822926,0.004450411464396915,1.987653556991958,-0.08157855158681748,0.9732008076197881,0.0002098645860355272,4.9386738148233755,4.855365204351854,1.0660326515088783
61,0.982748142818,beta8.0,1,8.0,-4.870327028979777,0.1002153750855647,0.0,0.0,0.9745675034829374,0.0020941309761963937,4.87032702898022,4.75493102900803,5.053076299683531
62,0.983526898316,beta8.0,2,8.0,-4.874186404324087,0.09925859472169664,0.024752732599587535,-0.00385937534430969,0.9745425437500036,0.0019520110163337788,4.87418640432453,4.760702905783041,4.869099321542677
63,0.989997288715,beta8.0,3,8.0,-4.906252521647476,0.08643664605462656,0.223390349622898,-0.03206611732338871,0.9742641501074476,0.0009330867947544967,4.906252521647922,4.809449192705976,3.259944045043077
64,0.978564730062,beta8.0,4,8.0,-4.849594770802902,0.07945515693017778,1.752818256549028,0.056657750844573584,0.9716119694271793,0.0026402662805771093,4.849594770803344,4.776626693600574,5.753543166324547
65,0.997539056074,beta8.0,5,8.0,-4.943628194835686,0.014761991776702548,1.177828958395782,-0.09403342403278359,0.9733907738302858,0.00010940906206790103,4.943628194836135,4.864522848927815,0.6075941053378813
66,0.974615911013,beta8.0,6,8.0,-4.830025117798565,0.0969036304555924,1.2444814228194396,0.11360307703712103,0.9747781932803015,0.003835770854108608,4.8300251177990035,4.691606292885269,6.911326055718387
67,0.997505929110,beta8.0,7,8.0,-4.94346402342728,0.022278269905713157,1.0779890180044582,-0.1134389056287155,0.9740090453742144,0.0001241762625037269,4.94346402342773,4.871283177150409,0.7614681375203635
68,0.997732739709,beta8.0,8,8.0,-4.9445880568816705,0.005365021152169291,0.09730661053330458,-0.001124033454390272,0.9736669097532539,9.914733101716462e-05,4.94458805688212,4.868066733652728,0.6293962185121493
69,0.998068355941,beta8.0,9,8.0,-4.9462513119265,0.005535662221559473,0.18305406460765578,-0.001663255044829448,0.9745308219891379,9.425529243632027e-05,4.946251311926949,4.871971429945662,0.6236975203545062
70,0.980930493948,beta8.0,10,8.0,-4.861319080722304,0.09601444068887983,1.4766100619261497,0.08493223120419557,0.9712659829537306,0.002312027100284371,4.861319080722747,4.727712752467445,5.146620126519289
71,0.997981907190,beta8.0,11,8.0,-4.94582288711418,0.02354703804170877,1.2779308850388915,-0.08450380639187571,0.9753011519787804,0.00012009045882044322,4.9458228871146295,4.88057457370377,0.7765857169217104
72,0.998153659541,beta8.0,12,8.0,-4.946674061571955,0.00588847802058964,0.1385004256383447,-0.0008511744577752722,0.97480536620515,9.369751628575018e-05,4.946674061572406,4.874929264935665,0.6241232549637113
73,0.997555812886,beta8.0,13,8.0,-4.9437112386541875,0.03566036614963567,0.6981134197109137,0.002962822917767838,0.9758765060687977,0.0001732949125118041,4.943711238654637,4.873033645359369,1.1473723952058776
74,0.998282142819,beta8.0,14,8.0,-4.9473108021121535,0.006047427846806805,0.5571859904345868,-0.0035995634579659708,0.9751221701185245,9.268008047579424e-05,4.947310802112603,4.8753704557051645,0.625044858583289
75,0.990667723758,beta8.0,15,8.0,-4.909575079857415,0.08507596093642818,1.230316045844436,0.03773572225473831,0.9740795366846856,0.0008886983325832952,4.909575079857862,4.808376462972899,3.0342195898260176
76,0.998350251154,beta8.0,16,8.0,-4.94764833504888,0.011885816263318296,1.0758185210006843,-0.038073255191465094,0.975542922555825,9.75324393380772e-05,4.94764833504933,4.881438002330413,0.6762767954698823
77,0.989671224630,beta8.0,17,8.0,-4.904636605363711,0.0752966547350869,2.1980012816507313,0.04301172968516909,0.9753495041489814,0.0010196546228961852,4.904636605364157,4.830447182470997,3.4819189682146043
78,0.998418235203,beta8.0,18,8.0,-4.947985252043845,0.012882793525606982,1.900955599970861,-0.04334864668013427,0.975715060160013,9.99862682438225e-05,4.947985252044296,4.878825772152883,0.6661244959303138
79,0.998534269330,beta8.0,19,8.0,-4.948560296775577,0.007114456718519249,0.1723748854094487,-0.0005750447317316443,0.975858889213447,9.327739906265938e-05,4.9485602967760265,4.884131545767404,0.656984175714027
80,0.996634209396,beta8.0,20,8.0,-4.939143933772559,0.04888789349485674,1.2408808061684404,0.009416363003017736,0.975810740647206,0.0002605363271478221,4.939143933773009,4.868770351611892,1.4818557992237593
81,0.998786458900,beta12.0,1,12.0,-4.949810103949991,0.004596878142467157,0.0,0.0,0.9759802973240628,6.930619114838125e-05,4.949810103950441,4.886211119472001,0.5237906581518271
82,0.998788224757,beta12.0,2,12.0,-4.949818855225148,0.00445004664030405,0.001148416626973991,-8.75127515698182e-06,0.9759842259612174,6.92674233349773e-05,4.949818855225598,4.886263131360581,0.5238034464083331
83,0.998803002429,beta12.0,3,12.0,-4.949892090772259,0.0035342376355091886,0.011051962636858204,-7.3235547111139e-05,0.9760223356518783,6.908103931793893e-05,4.9498920907727095,4.886755376164732,0.5238813812435617
84,0.998906476897,beta12.0,4,12.0,-4.950404892043349,0.009029376332746293,0.12073754458868947,-0.000512801271089991,0.9764202631215937,7.212953244249068e-05,4.9504048920437995,4.890987538387185,0.5718849659859742
85,0.971080870342,beta12.0,5,12.0,-4.812506077688915,0.06431109421474127,2.2574000187320933,0.1378988143544344,0.9749129132562189,0.004612891901700737,4.812506077689353,4.762697491547948,7.716062905348278
86,0.995901858951,beta12.0,6,12.0,-4.935514533712895,0.06461228965492662,1.8825404131108212,-0.12300845602397992,0.9762696514352491,0.000322635735282502,4.935514533713344,4.871244716920308,1.8585478673461646
87,0.998950859948,beta12.0,7,12.0,-4.950624846641243,0.004056754706240505,0.3464129420217564,-0.01511031292834808,0.9764086993673277,6.882099125407856e-05,4.950624846641693,4.889822328210922,0.5238681615398352
88,0.998963957560,beta12.0,8,12.0,-4.95068975610408,0.014577133278356838,0.13598210288996526,-6.490946283754795e-05,0.976756284334614,7.812983678901941e-05,4.950689756104531,4.8946000791100905,0.6011267099382642
89,0.997970477591,beta12.0,9,12.0,-4.945766244034055,0.04555233232328599,0.2890862297957328,0.004923512070025282,0.9768062085865669,0.00015979995017976402,4.9457662440345045,4.884473767303589,1.1252359541840944
90,0.999085835601,beta12.0,10,12.0,-4.9512937622507955,0.002760738546724792,0.23331514285604638,-0.005527518216740468,0.9767754352990916,6.961147615264733e-05,4.951293762251246,4.893657321636072,0.5483144983963836
91,0.999010612253,beta12.0,11,12.0,-4.9509209685615705,0.020307984327954706,0.20691898344780316,0.0003727936892250483,0.9770279434960218,8.422524605255045e-05,4.950920968562021,4.893078535125711,0.6453583998649296
92,0.999110803957,beta12.0,12,12.0,-4.951417501034974,0.005254641538574844,0.1532853410408429,-0.0004965324734031995,0.9768485937770461,7.020250923902874e-05,4.951417501035423,4.893686788709905,0.5420923122346153
93,0.998292716955,beta12.0,13,12.0,-4.94736320567313,0.040212369941169585,0.3540052580829989,0.00405429536184343,0.9771216567247895,0.00014461797055916175,4.94736320567358,4.885864138923926,0.9563331206904567
94,0.999133614455,beta12.0,14,12.0,-4.951530545850071,0.002651586719204367,0.3153106163189379,-0.004167340176940648,0.9768889270438617,6.966017172611986e-05,4.95153054585052,4.894594067619236,0.5479762414715
95,0.998940246164,beta12.0,15,12.0,-4.950572246595767,0.029547827276154893,0.6675837791768139,0.000958299254303796,0.9774575102647604,0.00010822311608673438,4.950572246596217,4.895360953926071,0.7850840160826299
96,0.999193928701,beta12.0,16,12.0,-4.951829452650866,0.00952922413301113,0.4912577496603102,-0.0012572060550990471,0.9771018828194978,7.269237019781227e-05,4.9518294526513165,4.895272628442486,0.544122801784154
97,0.989843399273,beta12.0,17,12.0,-4.905489872627377,0.08843523247993827,1.5822411616714154,0.04633958002348937,0.9766975545754437,0.0010681353540892382,4.905489872627823,4.819687468477149,3.5566321161558054
98,0.999025040905,beta12.0,18,12.0,-4.950992474424774,0.021254538768929528,1.368164693222522,-0.045502601797397624,0.977245384060846,8.983335869993215e-05,4.950992474425225,4.897682359395112,0.6473031864708632
99,0.999243758603,beta12.0,19,12.0,-4.952076400887521,0.00246615016107486,0.16956961666224182,-0.0010839264627469092,0.9771453534105617,7.00747858968837e-05,4.952076400887972,4.896673133301879,0.5416444909178737
100,0.999306436256,beta12.0,20,12.0,-4.952387020314853,0.012741552476354948,0.3944511980522365,-0.00031061942733146,0.9775225657382193,8.038106219711924e-05,4.952387020315303,4.901382730727984,0.5897729534645696
101,0.999540390935,beta16.0,1,16.0,-4.953546458575778,0.0034392624770882285,0.0,0.0,0.9777192218268648,6.549872172483868e-05,4.953546458576228,4.901495788002615,0.515079514003136
102,0.999541291256,beta16.0,2,16.0,-4.953550920406146,0.0033035944192927047,0.0008594057127158041,-4.461830368285291e-06,0.9777199815666826,6.544941688476938e-05,4.953550920406596,4.901477502575049,0.5143939937880966
103,0.999548469524,beta16.0,3,16.0,-4.953586494643225,0.0023245409898393493,0.008221580160505698,-3.557423707878371e-05,0.9777279129926432,6.509909900332855e-05,4.953586494643675,4.901308773510612,0.5080923932731878
104,0.999579770692,beta16.0,4,16.0,-4.953741617729212,0.007118757414989993,0.08035692521902413,-0.00015512308598708557,0.9778721012395017,6.589722369396902e-05,4.953741617729662,4.901074972320009,0.5088023067299022
105,0.972528359427,beta16.0,5,16.0,-4.819679579129139,0.11756003177791616,1.5636776131669945,0.1340620386000726,0.97572743907105,0.004422879322063492,4.819679579129578,4.682982644267315,7.459648127989644
106,0.997793838298,beta16.0,6,16.0,-4.944890850751478,0.056329535538773345,1.3126169202428946,-0.12521127162233903,0.9779633534383599,0.00021491300800798157,4.944890850751928,4.875069213614329,1.3477634423878029
107,0.999603104462,beta16.0,7,16.0,-4.953857255791342,0.0019529513596634944,0.23220324195949435,-0.0089664050398639,0.9778962476261683,6.446628170850036e-05,4.953857255791792,4.9024527661447435,0.5132591983670781
108,0.999648245799,beta16.0,8,16.0,-4.954080968321241,0.0017760950579830622,0.07835430673478563,-0.00022371252989916712,0.9780061410730357,6.397032378037026e-05,4.9540809683216915,4.902729244985478,0.5101560556071444
109,0.998755129242,beta16.0,9,16.0,-4.94965483967312,0.03811498550456032,0.7834547621631175,0.004426128648121086,0.978542860615947,0.00014846460085052556,4.94965483967357,4.8846332856772126,1.0210737167521493
110,0.999635001697,beta16.0,10,16.0,-4.95401533287808,0.011018357409741409,0.6816403002888525,-0.004360493204959681,0.9781294986156527,6.779752032981534e-05,4.95401533287853,4.902685297122126,0.5504981315203256
111,0.999656818927,beta16.0,11,16.0,-4.954123455236708,0.0036392404603471738,0.07073625795813562,-0.00010812235862811548,0.9780465640139524,6.42406273035306e-05,4.954123455237158,4.903466829194811,0.5220939000681942
112,0.999013654272,beta16.0,12,16.0,-4.950936044273381,0.030358443637306165,0.3353344839502591,0.0031874109633269754,0.9780451603551977,0.0001168124750257374,4.950936044273831,4.892219302519177,0.8632562709227872
113,0.999671114153,beta16.0,13,16.0,-4.954194299860837,0.0025607003323985618,0.29706657537485465,-0.0032582555874558494,0.9780563949244262,6.393755998089879e-05,4.954194299861287,4.902303141827195,0.5082944231674147
114,0.998860589891,beta16.0,14,16.0,-4.950177484110054,0.04131127387112537,0.5325799998474874,0.004016815750782499,0.9784336168770132,0.0001376787008911377,4.950177484110504,4.887250698084398,0.9396652444182817
115,0.999681360573,beta16.0,15,16.0,-4.95424507931776,0.005187703065335418,0.47068442342190914,-0.004067595207705388,0.9781193250657538,6.447227114303455e-05,4.95424507931821,4.903698687662368,0.5268059623246664
116,0.998733265248,beta16.0,16,16.0,-4.949546485560884,0.039203512752778856,0.5304820066514139,0.0046985937568759795,0.9782394587566023,0.00014668409128369066,4.949546485561334,4.891986551964743,1.052300087101031
117,0.999711263425,beta16.0,17,16.0,-4.95439327259524,0.0019901913009633385,0.4671787802538158,-0.004846787034356481,0.9781573439391742,6.393668280183203e-05,4.9543932725956905,4.9026627868968555,0.5091764996016857
118,0.999778655315,beta16.0,18,16.0,-4.954727254955802,0.008885427521234673,0.6709761135485688,-0.00033398236056214614,0.9784631949498075,6.75996860078808e-05,4.954727254956253,4.904888250649238,0.5527442886274901
119,0.987797445593,beta16.0,19,16.0,-4.895350485867679,0.07539139386121721,3.675788204000535,0.05937676908812328,0.9777559920008532,0.0014118674836351784,4.895350485868124,4.834838388121835,4.188052878225139
120,0.997806311715,beta16.0,20,16.0,-4.944952666811314,0.055553075756015875,2.9348428964075652,-0.04960218094363533,0.9784287286813211,0.00023298969201305958,4.944952666811764,4.889725697592857,1.4861759170323332
121,0.999905238069,beta24.0,1,24.0,-4.955354576831894,0.0066206202031239055,0.0,0.0,0.9785733499378954,5.8533969325990185e-05,4.955354576832344,4.904773024405559,0.48452697935052863
122,0.999907588140,beta24.0,2,24.0,-4.955366223370051,0.006175397001552752,0.0016514209325231548,-1.1646538156995234e-05,0.9785759936317667,5.839761704788545e-05,4.955366223370501,4.9048572228494995,0.48462747317613136
123,0.999921404426,beta24.0,3,24.0,-4.955434694454158,0.0023203208458079695,0.015120153149006868,-6.847108410656944e-05,0.978601499727101,5.775785748382304e-05,4.955434694454608,4.905629740599231,0.49196163586885755
124,0.999915230890,beta24.0,4,24.0,-4.955404099496548,0.01167696475030533,0.07786134453394096,3.059495761004172e-05,0.9787751982203308,6.275608565109447e-05,4.955404099496999,4.903650743370124,0.5463251391523417
125,0.999930847362,beta24.0,5,24.0,-4.955481491985218,0.004416894477310486,0.047520356007421716,-7.739248867011383e-05,0.978672323526082,5.8858902465112756e-05,4.955481491985668,4.906494159598677,0.5127152955328892
126,0.998007184003,beta24.0,6,24.0,-4.945948154557795,0.041562895480369566,0.4151219854189234,0.009533337427423128,0.9785570382835882,0.00021354484835394756,4.945948154558244,4.88963911580727,1.4355185409900328
127,0.999876835243,beta24.0,7,24.0,-4.955213817418145,0.013461786805944788,0.35984644893717943,-0.009265662860350687,0.9786304458697558,6.290148858620085e-05,4.9552138174185965,4.904559825119638,0.5087427143629539
128,0.999935406012,beta24.0,8,24.0,-4.955504083854113,0.0022546056175344552,0.044556839122804386,-0.00029026643596807844,0.97866274462665,5.8505055018869875e-05,4.9555040838545645,4.906435486088055,0.4996077871421185
129,0.999954332169,beta24.0,9,24.0,-4.955597878557644,0.003925485935787447,0.05567236987381365,-9.379470353110264e-05,0.9787707316180491,6.039398179638863e-05,4.955597878558095,4.906078031109813,0.5213551767534196
130,0.996474409792,beta24.0,10,24.0,-4.938351995030714,0.05647729988448108,0.6808522426536728,0.017245883526930683,0.9788204106540307,0.00036299520850705235,4.938351995031163,4.882955090147776,2.003227648480372
131,0.999840979427,beta24.0,11,24.0,-4.955036122296567,0.021822887443521566,0.5865283526194186,-0.016684127265853554,0.9788172686774567,7.240291283721663e-05,4.955036122297018,4.904674559560194,0.5838296534674741
132,0.999960888671,beta24.0,12,24.0,-4.955630371430108,0.0025629188298560046,0.07987958157792355,-0.0005942491335408917,0.9787805652904471,6.061370918805401e-05,4.9556303714305585,4.907258155972189,0.5093334838768829
133,0.999986717512,beta24.0,13,24.0,-4.955758374626131,0.0026819810108890097,0.13889687627777794,-0.00012800319602312982,0.9788694994178843,6.159064906104254e-05,4.9557583746265825,4.90680905443982,0.5261861313155485
134,0.996871617166,beta24.0,14,24.0,-4.940320484944349,0.0880807953950663,1.3450487642207778,0.015437889681781947,0.9789751346221887,0.00033362661268562544,4.940320484944798,4.886137825134808,1.8940825307353386
135,0.999625443562,beta24.0,15,24.0,-4.9539679644437715,0.03464020949328424,1.1438257499362796,-0.013647479499422133,0.9789383757200255,9.38418659313908e-05,4.953967964444222,4.9025562509785825,0.722182409197258
136,0.999991588923,beta24.0,16,24.0,-4.955782516485172,0.0032964362848297932,0.184096540068991,-0.0018145520414005745,0.9788830278222725,6.202482717733059e-05,4.955782516485622,4.907531178419212,0.5149736780607607
